作品,人物,PageRank,介数中心性,度中心性,接近中心性
二心集,陈西滢,0.011656345199445068,0.0,0.023255813953488372,0.037984496124031014
二心集,西滢,0.011656345199445068,0.0,0.023255813953488372,0.037984496124031014
二心集,茅盾,0.00505108291975953,0.0,0.011627906976744186,0.03561046511627907
二心集,孟子,0.011494252873563218,0.0,0.011627906976744186,0.011627906976744186
二心集,孟子曰,0.011494252873563218,0.0,0.011627906976744186,0.011627906976744186
二心集,蒋介石,0.005472732245153527,0.0,0.011627906976744186,0.020930232558139535
二心集,梅兰芳,0.011494252873563218,0.0,0.011627906976744186,0.011627906976744186
二心集,黛玉,0.011494252873563218,0.0,0.011627906976744186,0.011627906976744186
二心集,小传,0.0074444765097804,0.0,0.023255813953488372,0.08258456659619451
二心集,李伟森,0.0046928549564997655,0.0,0.011627906976744186,0.06729112833763996
二心集,王国维,0.011494252873563218,0.0,0.011627906976744186,0.011627906976744186
二心集,郑振铎,0.011494252873563218,0.0,0.011627906976744186,0.011627906976744186
二心集,金镑,0.005910679509144292,0.0,0.011627906976744186,0.055903398926654746
二心集,梁先生,0.009301427094364,0.006566347469220246,0.023255813953488372,0.08258456659619451
二心集,雷马克,0.003106593508976892,0.0,0.011627906976744186,0.08353381448810479
二心集,包胥,0.011494252873563218,0.0,0.011627906976744186,0.011627906976744186
二心集,秦庭,0.011494252873563218,0.0,0.011627906976744186,0.011627906976744186
二心集,吴友如,0.014922363379713652,0.0005471956224350205,0.023255813953488372,0.026162790697674417
二心集,石斋,0.014922363379713652,0.0005471956224350205,0.023255813953488372,0.026162790697674417
