word,count
中医学,2
咒文,2
阴间,2
增长,2
民国,2
北风,2
生计,2
一辆,2
大道,2
车把,2
多事,2
车子,2
摔坏,2
一所,2
分驻,2
抓出,2
铜元,2
子曰诗云,2
半句,2
浮在,2
诗经,2
泛指,2
儒家,2
学塾,2
十年,2
全在,2
见世面,2
开场,2
指出,2
台下,2
生存,2
湖北,2
谭叫,2
名角,2
一半,2
出台,2
便放,2
一眼,2
龚云甫,2
两三个,2
十点,2
十一点,2
十一点半,2
忍耐,2
吁吁,2
红红绿绿的,2
人站,2
戏园,2
无意之中,2
大意,2
野外,2
好戏,2
南山,2
小朋友,2
识字,2
铜丝,2
送到,2
大碗,2
原谅,2
小船,2
锣鼓,2
觉察,2
提议,2
可靠,2
委实,2
出了门,2
年幼,2
豆麦,2
水气,2
月色,2
踊跃,2
船慢,2
几点,2
渔火,2
横笛,2
悠扬,2
一座,2
近台,2
打仗,2
铁头,2
翻筋斗,2
白地,2
乌篷船,2
不在乎,2
瓜子,2
白布,2
戏子,2
稀奇,2
呵欠,2
谈话,2
船行,2
黑暗,2
摇船,2
背着,2
连夜,2
岸上,2
上岸,2
当面,2
炒米,2
点心,2
请客,2
大拇指,2
姑奶奶,2
打着,2
那夜,2
京剧,2
演员,2
地狱,2
救母,2
汉代,2
土地,2
土地庙,2
昔日,2
大笑,2
错杂,2
伦次,2
荒唐,2
记中,2
语误,2
想害,2
头直,2
布置,2
流水,2
娘老子,2
凡事,2
知县,2
遮掩,2
全同,2
上门,2
宛然,2
挖出,2
几眼,2
好人,2
坏人,2
与众不同,2
歪歪斜斜,2
滑溜溜,2
拳头,2
好处,2
点点头,2
退一步,2
冤枉,2
食肉寝皮,2
心跳,2
讲道理,2
悟出,2
腰带,2
难看,2
教人,2
相貌,2
很亮,2
含胡,2
何等,2
跨过,2
桀纣,2
天地,2
犯人,2
说破,2
探头探脑,2
看不出,2
越发,2
疯子,2
这伙,2
容不得,2
黑沉沉,2
生病,2
四千年,2
第五号,2
采用,2
封建礼教,2
礼教,2
官衔,2
统治,2
唐代,2
宣公,2
襄公,2
俘虏,2
婴儿,2
徐锡麟,2
足见,2
接到,2
正则,2
言不顺,2
自传,2
外传,2
家传,2
小传,2
更司,2
三教九流,2
取出,2
立传,2
通例,2
该是,2
肃然,2
小子,2
后退,2
只用,2
二百文,2
要算,2
但据,2
案卷,2
天水,2
正确,2
穿凿,2
考据,2
胡适之,2
记略,2
渺茫,2
口角,2
割麦,2
撑船,2
颂扬,2
真能,2
赤着,2
居民,2
两位,2
半寸,2
葱丝,2
见过,2
煎鱼,2
几处,2
对手,2
怒目,2
不配,2
癞头,2
响头,2
捏住,2
不放,2
五六个,2
满意,2
自轻自贱,2
克服,2
愉快,2
牌宝,2
青龙,2
挤出,2
塞翁失马,2
安知非福,2
赛神,2
左近,2
角洋,2
大洋,2
兴高采烈,2
脚步声,2
赌摊,2
忽忽不乐,2
右手,2
直待,2
威风,2
络腮胡子,2
看不上眼,2
块块,2
抓住,2
扭住,2
深恶,2
痛绝,2
秃儿,2
刹那,2
肩膀,2
迎上去,2
动得,2
哈哈哈,2
胜利者,2
死罪,2
证据,2
打鼾,2
不孝有三,2
若敖之鬼,2
样样,2
收其,2
董卓,2
貂蝉,2
之大防,2
异端,2
引诱,2
讲话,2
勾当,2
小石头,2
而立,2
准其,2
困觉,2
忐忑,2
裤带,2
忘八蛋,2
米场,2
从来不,2
寻声,2
逃回,2
而然,2
教训,2
条件,2
踏进,2
棉被,2
省悟,2
个个,2
肚子饿,2
位置,2
一扬,2
钱府,2
遇见,2
护住,2
现象,2
两颗,2
钱家,2
粉墙,2
半点钟,2
一注,2
四顾,2
决计,2
水田,2
圆形,2
土墙,2
树枝,2
大襟,2
衣兜,2
几块,2
想道,2
主意,2
中兴,2
惊异,2
早就,2
士别三日,2
传遍,2
快意,2
偶有,2
三十二张,2
竹牌,2
